1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice
774,656.0,3.0,No,0,None,384,400,RFn,2000.0,1430,TA,9967,76.0,0.0,0,5,7,384,0.0,2000,2000,170000
1144,0.0,3.0,Av,748,None,102,796,RFn,1959.0,1144,TA,8163,70.0,128.0,0,6,5,1144,0.0,1959,1959,143000
1344,0.0,3.0,No,111,GLQ,354,525,RFn,1958.0,1344,Gd,14375,70.04995836802664,541.0,118,6,6,819,0.0,1958,1958,137500
546,546.0,3.0,No,0,Unf,546,286,Unf,1970.0,1092,TA,2001,21.0,80.0,0,5,4,546,0.0,1970,1970,75000
996,0.0,3.0,No,290,BLQ,706,0,None,1978.5061638868744,996,TA,13907,63.0,0.0,0,6,5,996,0.0,1940,1969,108000
1484,0.0,3.0,Av,712,GLQ,761,606,RFn,2004.0,1484,Gd,8400,70.0,109.0,35,5,7,1473,0.0,2004,2005,213000
804,878.0,3.0,No,505,GLQ,299,523,RFn,1998.0,1682,Gd,8750,70.0,116.0,77,5,6,804,0.0,1998,1998,200500
1056,0.0,3.0,Mn,1056,Rec,0,572,Fin,1955.0,1056,TA,34650,100.0,0.0,0,5,5,1056,0.0,1955,1955,145000
848,0.0,1.0,Av,662,GLQ,186,420,RFn,2004.0,848,Gd,4438,70.04995836802664,205.0,0,5,6,848,0.0,2004,2004,149000
2000,704.0,4.0,Gd,1410,None,542,538,Fin,1972.0,2704,Ex,13860,75.0,0.0,111,7,8,1952,0.0,1972,1995,345000
788,702.0,3.0,Av,724,GLQ,64,388,Fin,2004.0,1490,Gd,15384,60.0,0.0,75,5,7,788,0.0,2004,2005,184000
1634,0.0,3.0,No,0,Unf,1626,866,None,2006.0,1634,Gd,11428,98.0,248.0,44,5,8,1626,0.0,2006,2006,250000
907,0.0,3.0,No,288,Rec,619,352,Unf,1964.0,907,TA,8593,77.0,0.0,0,6,4,907,0.0,1957,1957,109008
864,0.0,3.0,No,0,Unf,864,280,None,1972.0,864,TA,9353,71.0,0.0,0,5,4,864,0.0,1970,1970,116050
938,0.0,3.0,Av,280,LwQ,167,308,Unf,1977.0,938,TA,9200,70.04995836802664,0.0,0,6,5,938,145.0,1975,1980,130250
832,0.0,2.0,No,0,Unf,832,528,Unf,1962.0,832,Gd,7227,59.0,0.0,0,6,6,832,0.0,1954,1954,105500
1024,940.0,4.0,Av,0,Unf,940,0,None,1978.5061638868744,1964,TA,8525,55.0,0.0,192,6,5,940,0.0,1911,1950,130000
832,384.0,2.0,No,442,Rec,390,336,Unf,1947.0,1216,TA,8480,80.0,0.0,0,5,5,832,0.0,1947,1950,118500
808,785.0,3.0,No,0,Unf,808,389,RFn,1993.0,1593,TA,9636,70.04995836802664,0.0,40,5,6,808,0.0,1992,1993,178000
918,728.0,4.0,No,364,Rec,554,240,Unf,1941.0,1646,TA,7128,53.0,0.0,0,5,7,918,0.0,1941,1950,164000
769,756.0,3.0,No,436,GLQ,320,440,Unf,2000.0,1525,Gd,2117,70.04995836802664,456.0,0,5,6,756,0.0,2000,2000,177000
786,0.0,3.0,No,0,Unf,768,676,RFn,2008.0,1590,Gd,9000,75.0,0.0,30,5,8,768,0.0,2008,2008,210000
972,605.0,3.0,No,0,Unf,972,312,Unf,1939.0,1577,Fa,6435,65.0,0.0,0,5,6,972,0.0,1939,1950,140200
1664,0.0,4.0,None,0,None,0,0,None,1978.5061638868744,1664,TA,9825,75.0,0.0,0,5,5,0,0.0,1965,1965,100000
1118,912.0,4.0,No,156,LwQ,692,551,Fin,1976.0,2030,Gd,12046,70.04995836802664,298.0,224,6,6,848,0.0,1976,1976,195000
1710,0.0,3.0,Mn,0,Unf,1710,550,None,2004.0,1710,Gd,12118,43.0,108.0,48,5,7,1710,0.0,2004,2005,240000
1425,0.0,3.0,No,490,None,935,576,RFn,1964.0,1425,TA,10175,100.0,272.0,0,5,6,1425,0.0,1964,1964,180500
1196,0.0,2.0,No,616,LwQ,580,297,RFn,1956.0,1196,TA,9000,72.0,74.0,44,5,6,1196,0.0,1956,1956,139000
1559,0.0,2.86921381337252,No,338,Rec,1221,812,Unf,1948.0,1559,TA,8100,90.0,0.0,116,6,5,1559,0.0,1948,1973,153500
600,0.0,2.86921381337252,No,0,Unf,600,0,None,1978.5061638868744,968,TA,5925,50.0,0.0,0,6,3,600,0.0,1910,1950,37900
1940,1254.0,4.0,Mn,428,BLQ,537,380,Unf,1934.0,3194,TA,12168,78.0,0.0,0,6,8,965,0.0,1934,1998,359100
1494,0.0,2.86921381337252,Av,437,LwQ,0,481,Fin,1995.0,1494,Ex,9549,30.0,0.0,30,5,8,1494,0.0,1995,1996,270000
939,574.0,4.0,Mn,0,Unf,939,180,Unf,1933.0,1513,TA,6120,51.0,0.0,0,8,5,939,24.0,1920,2004,137500
2042,0.0,3.0,No,0,None,2042,1390,RFn,2009.0,2042,Ex,12704,98.0,306.0,90,5,8,2042,0.0,2008,2009,253293
866,902.0,3.0,No,400,GLQ,466,603,RFn,2005.0,1768,Gd,9803,75.0,0.0,108,5,7,866,0.0,2005,2005,226700
1080,672.0,4.0,Av,427,GLQ,132,492,RFn,1988.0,1752,TA,12134,152.0,0.0,12,7,8,559,0.0,1988,2005,164000
1168,678.0,3.0,Mn,196,Rec,844,315,Unf,1949.0,1846,TA,10496,78.0,320.0,0,6,6,1040,0.0,1949,1950,143000
1664,862.0,5.0,No,168,Rec,0,216,Unf,1916.0,2526,Gd,8520,60.0,0.0,15,7,6,714,0.0,1916,1950,136000
2121,0.0,3.0,Gd,0,Unf,2121,732,Fin,2007.0,2121,Ex,14450,107.0,315.0,98,5,9,2121,0.0,2006,2007,415298
1526,0.0,4.0,Av,383,Rec,833,364,None,1957.0,1526,TA,8562,68.0,145.0,78,6,5,1216,116.0,1957,2002,144500
2158,0.0,4.0,Av,477,ALQ,725,576,Unf,1950.0,2158,Gd,12615,84.0,0.0,29,7,6,1202,0.0,1950,2001,243000
1414,0.0,3.0,Av,24,GLQ,1390,494,RFn,2004.0,1414,Gd,8773,65.0,98.0,105,5,7,1414,0.0,2004,2004,185500
1718,0.0,3.0,Gd,1288,GLQ,417,826,RFn,2007.0,1718,Gd,10637,79.0,336.0,44,5,8,1705,0.0,2007,2008,297000
1088,441.0,4.0,None,0,None,0,240,Unf,1945.0,1529,TA,8405,50.0,0.0,0,3,4,0,0.0,1945,1950,98000
977,755.0,3.0,No,0,None,741,476,Fin,1985.0,1732,Gd,9206,77.0,336.0,46,5,6,741,0.0,1985,1985,178000
1709,0.0,2.0,Av,1238,GLQ,460,506,Fin,1999.0,1709,Gd,5119,50.0,60.0,65,5,9,1698,0.0,1999,2000,328900
703,689.0,2.0,No,0,Unf,689,540,Unf,2007.0,1392,Gd,3604,34.0,0.0,102,5,7,689,0.0,2007,2007,146000
959,408.0,3.0,No,425,LwQ,459,560,None,1978.0,1367,TA,6240,52.0,0.0,0,6,6,884,0.0,1931,1950,127500
1158,1218.0,4.0,Av,0,Unf,1158,853,RFn,2005.0,2376,Gd,14215,101.0,380.0,154,5,8,1158,240.0,2005,2006,325300
1281,457.0,4.0,No,0,Unf,715,368,Unf,1920.0,1738,TA,12513,70.04995836802664,0.0,0,4,4,715,0.0,1920,2007,104900
894,0.0,2.0,No,0,Unf,894,308,None,1962.0,894,TA,6600,60.0,0.0,0,5,5,894,0.0,1962,1962,109500
916,684.0,3.0,Av,0,Unf,916,460,Fin,1997.0,1600,TA,8773,57.0,0.0,38,5,6,916,0.0,1997,1997,169000
1412,0.0,3.0,Mn,1005,GLQ,387,576,Unf,1988.0,1412,Gd,11457,130.0,0.0,0,5,6,1392,0.0,1988,1988,175000
1327,0.0,2.86921381337252,No,405,Rec,658,624,Unf,1974.0,1327,Gd,7388,75.0,0.0,0,6,5,1063,0.0,1959,2002,150750
1532,797.0,4.0,No,1085,GLQ,390,514,Unf,1990.0,2329,Gd,11839,86.0,99.0,121,5,7,1475,0.0,1990,1990,262280
1188,561.0,2.86921381337252,No,1088,LwQ,0,456,Unf,1963.0,1869,TA,8820,98.0,0.0,0,6,5,1088,0.0,1890,1996,124900
2411,2065.0,4.0,Av,2096,GLQ,300,813,Fin,1996.0,4476,Ex,15623,160.0,0.0,78,5,10,2396,0.0,1996,1996,745000
904,0.0,3.0,No,0,Unf,876,408,Unf,1966.0,904,TA,7162,70.04995836802664,41.0,0,7,5,876,0.0,1966,1966,109900
483,504.0,2.0,No,0,Unf,483,288,Unf,1972.0,987,TA,1680,21.0,297.0,0,5,6,483,0.0,1972,1972,94500
948,0.0,3.0,No,492,ALQ,372,248,Unf,1954.0,948,TA,10215,75.0,132.0,0,5,4,864,0.0,1954,1954,111000
835,0.0,2.0,No,108,ALQ,350,366,Unf,1920.0,835,TA,10625,85.0,0.0,0,5,5,458,0.0,1920,1950,83000
1096,0.0,3.0,Mn,75,BLQ,230,299,Fin,1969.0,1096,TA,15870,70.04995836802664,0.0,32,5,5,1096,0.0,1969,1969,138800
1113,0.0,3.0,No,607,ALQ,506,264,Unf,1950.0,1113,Gd,9600,80.0,0.0,80,7,5,1113,0.0,1950,2007,147000
716,716.0,2.86921381337252,No,425,None,291,432,Fin,2004.0,1432,Gd,7795,71.0,0.0,51,5,7,716,0.0,2004,2005,188500
790,0.0,2.0,Mn,384,None,384,160,Unf,1925.0,790,TA,6292,52.0,0.0,141,5,6,768,0.0,1930,1950,91000
1440,0.0,4.0,No,133,ALQ,1307,0,None,1978.5061638868744,1440,Fa,12108,92.0,270.0,0,4,4,1440,0.0,1955,1955,118000
892,783.0,3.0,No,0,Unf,841,502,Fin,1999.0,1675,TA,24682,70.04995836802664,0.0,103,5,6,841,0.0,1999,1999,181000
990,0.0,3.0,No,746,ALQ,244,480,Unf,2000.0,990,TA,8072,60.0,0.0,64,5,5,990,0.0,1994,1995,138000
1082,871.0,3.0,Mn,0,Unf,1082,1043,RFn,2005.0,1953,Gd,10574,85.0,0.0,50,5,8,1082,0.0,2005,2006,252000
1008,0.0,2.0,No,643,BLQ,365,240,Unf,1953.0,1008,Gd,8923,66.0,0.0,18,7,5,1008,0.0,1953,2006,134500
713,739.0,3.0,No,450,GLQ,241,506,Unf,1999.0,1452,Gd,3735,35.0,218.0,34,5,7,691,0.0,1999,1999,183900
1482,1092.0,3.0,No,0,Unf,1482,868,Fin,2007.0,2574,Ex,9588,69.0,270.0,148,5,8,1482,0.0,2007,2007,276000
1262,0.0,3.0,Gd,978,ALQ,284,460,RFn,1976.0,1262,TA,9600,80.0,0.0,0,8,6,1262,0.0,1976,1976,181500
936,0.0,2.0,Gd,936,GLQ,0,672,Unf,1980.0,936,TA,7200,60.0,180.0,0,5,5,936,0.0,1980,1980,140000
856,854.0,3.0,No,706,GLQ,150,548,RFn,2003.0,1710,Gd,8450,65.0,196.0,61,5,7,856,0.0,2003,2003,208500
988,0.0,3.0,No,827,Rec,161,572,Unf,1963.0,988,TA,9945,70.04995836802664,57.0,0,5,5,988,0.0,1961,1961,128500
1306,0.0,1.0,Av,900,ALQ,406,624,None,2005.0,1306,Gd,5381,34.0,135.0,63,5,6,1306,0.0,2005,2005,196000
630,0.0,1.0,Av,495,ALQ,135,0,None,1978.5061638868744,630,TA,1890,21.0,0.0,0,7,4,630,0.0,1972,1972,81000
1567,0.0,2.0,Gd,1567,ALQ,0,714,RFn,1977.0,1567,Gd,9819,70.04995836802664,0.0,32,5,6,1567,0.0,1977,1977,196000
1752,0.0,2.0,No,456,GLQ,1296,576,RFn,2005.0,1752,Ex,7658,61.0,412.0,82,5,9,1752,0.0,2005,2005,319900
495,1427.0,4.0,None,0,None,0,672,RFn,2003.0,1922,Gd,7301,64.0,500.0,0,5,7,0,0.0,2003,2003,198500
1136,1332.0,4.0,Av,970,GLQ,166,872,None,2004.0,2468,Gd,12099,99.0,388.0,154,5,8,1136,0.0,2004,2004,354000
729,0.0,2.0,No,0,Unf,270,0,None,1978.5061638868744,729,TA,4130,56.0,0.0,0,6,3,270,0.0,1935,2003,52000
2053,1185.0,4.0,Av,816,None,1217,666,Fin,1996.0,3238,Gd,14720,56.0,579.0,86,5,8,2033,0.0,1995,1996,410000
896,448.0,3.0,No,0,Unf,896,240,None,1936.0,1344,TA,6240,70.04995836802664,0.0,114,4,5,896,0.0,1936,1950,115000
1696,0.0,3.0,No,0,Unf,1140,349,None,1962.0,1696,TA,13673,40.0,0.0,30,5,5,1140,0.0,1962,1962,143900
810,0.0,3.0,No,387,ALQ,374,484,RFn,1992.0,1603,Gd,7153,65.0,0.0,124,5,6,761,0.0,1992,1992,175900
912,0.0,2.0,No,595,ALQ,317,576,Unf,1992.0,912,Gd,8872,72.0,300.0,240,8,5,912,0.0,1965,2008,147000
840,880.0,3.0,No,0,Unf,840,440,Fin,2004.0,1720,Gd,8244,62.0,0.0,48,5,7,840,0.0,2004,2004,183500
1462,0.0,4.0,No,1170,GLQ,292,738,Fin,2004.0,2224,Ex,8834,74.0,216.0,0,5,9,1462,0.0,2004,2005,350000
1668,0.0,3.0,Av,370,BLQ,315,502,Fin,2003.0,1668,Gd,10635,48.0,171.0,262,5,8,1657,0.0,2003,2003,232000
916,0.0,4.0,No,299,ALQ,611,164,Unf,1915.0,1826,Ex,2500,50.0,0.0,0,8,7,910,0.0,1915,2005,155000
894,0.0,2.0,No,0,Unf,894,1248,RFn,1994.0,894,TA,18000,120.0,0.0,20,4,3,894,0.0,1935,1950,81000
1232,0.0,3.0,No,660,BLQ,572,516,Unf,1984.0,1232,TA,11120,70.04995836802664,0.0,0,6,6,1232,0.0,1984,1984,162500
1318,584.0,4.0,None,0,None,0,539,Unf,1978.0,1902,TA,8930,68.0,0.0,0,5,6,0,0.0,1978,1978,112000
1436,0.0,3.0,Mn,946,GLQ,490,484,None,2004.0,1436,Gd,8450,65.0,266.0,98,5,7,1436,139.0,2004,2004,210000
988,517.0,3.0,No,399,Rec,484,240,None,1940.0,1505,TA,9144,70.04995836802664,0.0,0,5,5,883,0.0,1940,1982,145000
816,0.0,2.0,Av,538,None,278,432,Unf,2002.0,816,TA,5890,70.04995836802664,0.0,0,8,6,816,0.0,1930,2007,120500
1032,0.0,3.0,Av,605,ALQ,427,564,Unf,1978.0,1032,TA,10395,70.04995836802664,233.0,0,6,6,1032,0.0,1978,1978,148000
774,656.0,3.0,No,250,GLQ,134,400,Fin,2000.0,1430,TA,7750,70.04995836802664,0.0,0,5,7,384,0.0,2000,2000,180000
778,798.0,3.0,No,0,Unf,770,614,RFn,2006.0,1576,Gd,8125,65.0,0.0,50,5,7,770,0.0,2006,2006,197000
1022,1038.0,3.0,No,772,ALQ,220,390,RFn,1999.0,2060,Gd,8755,70.04995836802664,298.0,0,5,7,992,0.0,1999,1999,214000
1085,649.0,3.0,No,600,Rec,312,440,None,1962.0,1734,Gd,9786,77.0,0.0,0,7,6,912,0.0,1962,1981,159000
1173,0.0,3.0,Gd,885,GLQ,0,528,RFn,1974.0,1173,Gd,10625,85.0,81.0,120,6,7,1053,0.0,1974,1974,170000
932,0.0,2.0,No,0,Unf,932,306,Unf,1950.0,932,Gd,8280,57.0,0.0,0,5,6,932,0.0,1950,1950,124000
1500,0.0,3.0,Av,20,GLQ,1480,570,RFn,2004.0,1500,Gd,8487,63.0,210.0,36,5,7,1500,0.0,2004,2004,190000
1236,0.0,3.0,No,465,BLQ,447,288,Unf,1961.0,1236,TA,6993,65.0,0.0,0,7,5,912,0.0,1961,1994,135000
924,0.0,3.0,No,0,Unf,924,280,Unf,1981.0,924,TA,7990,88.0,0.0,0,6,5,924,0.0,1975,1975,110000
858,858.0,4.0,No,319,Rec,539,490,Fin,1962.0,1716,TA,9247,70.0,318.0,84,6,6,858,0.0,1962,1962,171000
1216,0.0,2.0,No,897,GLQ,319,402,Unf,1998.0,1216,TA,4500,32.0,116.0,125,5,6,1216,0.0,1998,1998,164000
1120,468.0,4.0,None,0,None,0,680,Fin,1991.0,1588,TA,17120,80.0,0.0,59,4,4,0,0.0,1959,1959,134432
1601,0.0,3.0,No,704,ALQ,567,478,RFn,1978.0,1601,TA,11880,82.0,206.0,0,5,7,1271,0.0,1978,1978,157000
958,581.0,3.0,No,0,Unf,650,686,Unf,1983.0,1539,Gd,10440,60.0,0.0,78,8,5,650,0.0,1904,2002,157500
1220,870.0,3.0,No,1079,GLQ,141,556,RFn,1995.0,2090,Gd,10000,80.0,438.0,65,5,8,1220,0.0,1995,1996,240000
803,0.0,2.0,Av,116,BLQ,604,360,Unf,1941.0,803,TA,5000,50.0,0.0,0,6,5,720,0.0,1941,1950,87000
1787,0.0,3.0,Gd,0,None,1753,748,RFn,2001.0,1787,Gd,14781,70.04995836802664,178.0,150,5,8,1753,0.0,2001,2002,275000
1839,0.0,3.0,No,1186,GLQ,291,416,Fin,1957.0,1839,Gd,14442,110.0,106.0,87,7,6,1477,0.0,1957,2004,257500
840,840.0,2.86921381337252,No,0,Unf,840,308,None,1960.0,1680,TA,15576,63.0,0.0,0,7,6,840,0.0,1915,1976,177000
779,640.0,3.0,No,353,GLQ,55,527,Fin,2002.0,1419,Gd,7750,70.04995836802664,0.0,0,5,8,408,0.0,2002,2002,184100
1473,0.0,1.0,Gd,1324,GLQ,113,452,Unf,1968.0,1473,Ex,25095,65.0,0.0,48,8,5,1437,0.0,1968,2003,143000
1656,0.0,3.0,Av,24,GLQ,1632,826,None,2006.0,1656,Gd,11096,84.0,0.0,146,5,8,1656,0.0,2006,2006,249700
861,0.0,1.0,No,262,BLQ,599,539,None,1961.0,861,TA,12342,70.04995836802664,0.0,0,5,4,861,0.0,1940,1950,82500
1800,0.0,3.0,Gd,1274,GLQ,526,765,Fin,2002.0,1800,Gd,14331,85.0,630.0,78,5,8,1800,0.0,2002,2002,312500
672,0.0,2.0,No,344,Rec,328,234,Unf,1941.0,672,TA,9340,50.0,0.0,113,6,4,672,0.0,1941,1950,113000
1710,0.0,2.0,Gd,1400,None,310,866,RFn,2007.0,1710,Gd,13891,107.0,436.0,102,5,8,1710,0.0,2007,2008,372402
1442,0.0,3.0,Mn,738,GLQ,172,719,Fin,1990.0,1442,Gd,10357,114.0,0.0,244,5,7,910,0.0,1990,1991,179900
813,0.0,2.0,No,0,Unf,813,270,Unf,1932.0,813,Gd,5684,70.0,0.0,113,8,6,813,0.0,1930,2005,110000
764,677.0,2.0,No,0,Unf,776,492,Unf,1999.0,1441,Gd,2645,24.0,456.0,0,5,8,776,206.0,1999,2000,174000
2444,1872.0,4.0,Gd,1455,GLQ,989,832,Fin,1994.0,4316,Ex,21535,104.0,1170.0,50,6,10,2444,382.0,1994,1995,755000
948,0.0,3.0,No,0,Unf,948,300,Unf,1968.0,948,TA,8978,70.04995836802664,0.0,0,5,5,948,0.0,1968,1968,108000
1339,0.0,3.0,No,504,LwQ,525,294,Unf,1958.0,1339,TA,7560,70.0,0.0,0,6,5,1029,0.0,1958,1965,139000
1530,0.0,2.86921381337252,Av,1274,ALQ,256,430,Fin,2005.0,1530,Gd,16158,124.0,16.0,36,5,7,1530,0.0,2005,2005,260000
1140,728.0,3.0,No,0,Unf,585,477,Fin,1984.0,1868,TA,12090,78.0,74.0,112,7,6,585,0.0,1984,2003,178000
902,0.0,2.0,Av,301,BLQ,239,484,Unf,1983.0,902,TA,8885,70.04995836802664,0.0,0,5,5,864,0.0,1983,1983,131000
1465,915.0,3.0,No,187,LwQ,111,596,Unf,1965.0,2380,TA,18450,70.04995836802664,113.0,265,5,6,1021,0.0,1965,1979,129000
1145,0.0,4.0,Av,655,GLQ,490,836,RFn,2000.0,2198,Gd,14260,84.0,350.0,84,5,8,1145,0.0,2000,2000,250000
1095,844.0,3.0,Mn,0,Unf,1095,1053,RFn,2006.0,1939,Gd,10728,84.0,0.0,51,5,8,1095,0.0,2006,2006,266000
734,1104.0,4.0,Av,0,Unf,732,372,Fin,2005.0,1838,TA,21930,60.0,0.0,40,5,5,732,0.0,2005,2005,192140
720,0.0,2.0,No,495,Rec,225,0,None,1978.5061638868744,720,TA,7879,60.0,0.0,523,5,4,720,0.0,1920,1950,34900
1268,0.0,3.0,Av,196,ALQ,1072,252,Unf,1978.0,1268,Gd,9286,70.04995836802664,0.0,0,7,5,1268,0.0,1977,1989,143500
988,0.0,2.0,No,0,None,988,520,RFn,1954.0,988,TA,21750,100.0,0.0,0,5,5,988,0.0,1954,1954,113000
1014,730.0,3.0,No,402,BLQ,594,457,RFn,1993.0,1744,Gd,9453,70.04995836802664,0.0,70,7,7,996,0.0,1993,2003,194500
991,956.0,3.0,No,222,GLQ,769,678,RFn,2004.0,1947,Gd,12552,100.0,0.0,136,5,7,991,0.0,2004,2005,254900
576,533.0,3.0,Av,349,ALQ,23,288,Unf,1971.0,1109,TA,10500,70.0,82.0,0,7,5,372,0.0,1971,2005,139000
976,332.0,2.0,No,428,Rec,300,256,Unf,1940.0,1308,TA,9600,130.0,0.0,70,7,5,728,0.0,1940,1950,160000
1071,1101.0,2.86921381337252,No,0,Unf,1063,947,RFn,2006.0,2172,Gd,14154,109.0,350.0,62,5,7,1063,0.0,2006,2006,280000
1580,886.0,4.0,No,0,Unf,1580,610,RFn,2004.0,2466,Gd,11143,102.0,0.0,214,5,8,1580,0.0,2004,2005,340000
1800,0.0,2.0,No,0,Unf,1800,702,Fin,2007.0,1800,Ex,11923,122.0,0.0,136,5,9,1800,0.0,2007,2007,239000
1026,932.0,3.0,No,0,Unf,1026,936,Fin,2005.0,1958,Gd,10625,85.0,0.0,210,5,7,1026,0.0,2005,2005,250000
1582,0.0,4.0,Av,812,Rec,812,390,Unf,1964.0,1582,TA,36500,70.04995836802664,621.0,198,5,5,1624,168.0,1964,1964,190000
969,0.0,3.0,Av,716,BLQ,253,440,Unf,1975.0,969,TA,10356,120.0,0.0,0,6,5,969,0.0,1975,1975,122000
1601,0.0,3.0,Av,1358,GLQ,223,670,RFn,2001.0,1601,Gd,11423,70.04995836802664,479.0,0,5,8,1581,0.0,2001,2002,272000
1428,0.0,3.0,No,0,Unf,1428,480,Fin,2007.0,1428,Gd,11639,95.0,0.0,120,5,7,1428,0.0,2007,2008,182000
1493,0.0,2.86921381337252,Gd,994,GLQ,484,508,Fin,1997.0,1493,Gd,13125,75.0,215.0,39,5,6,1478,0.0,1997,1998,208900
520,600.0,2.0,No,0,Unf,600,480,RFn,2005.0,1200,Gd,3180,30.0,0.0,166,5,7,600,0.0,2005,2005,144152
968,408.0,3.0,No,368,Rec,359,240,Unf,1941.0,1376,TA,9492,79.0,0.0,0,5,5,768,0.0,1941,1950,105000
1675,1818.0,3.0,No,0,Unf,1470,870,Unf,2003.0,3493,Gd,18386,87.0,0.0,0,9,7,1470,0.0,1880,2002,295000
1588,0.0,2.86921381337252,Av,1162,ALQ,426,472,RFn,1999.0,1588,Gd,10264,78.0,183.0,29,5,7,1588,0.0,1999,1999,214000
970,739.0,3.0,No,0,Unf,970,380,Unf,2004.0,1709,Gd,2522,24.0,50.0,40,5,7,970,0.0,2004,2004,137500
954,0.0,2.0,No,0,Unf,920,240,Unf,1938.0,954,Fa,6305,50.0,0.0,0,7,5,920,0.0,1938,1950,119750
1298,0.0,3.0,No,1258,GLQ,40,403,None,1985.0,1298,Gd,11200,70.04995836802664,85.0,26,5,6,1298,0.0,1985,1985,180000
1801,0.0,1.0,No,1247,ALQ,254,484,Fin,1959.0,1801,TA,15602,100.0,0.0,54,8,7,1501,0.0,1959,1997,289000
832,809.0,3.0,No,16,LwQ,712,546,Unf,1925.0,1641,Ex,9600,60.0,0.0,0,7,7,728,0.0,1925,1990,178000
997,1288.0,4.0,No,0,Unf,969,648,Fin,2000.0,2285,Gd,11000,70.04995836802664,72.0,56,5,8,969,0.0,2000,2000,248000
936,840.0,3.0,None,0,Unf,936,474,RFn,2002.0,1776,Gd,14006,65.0,144.0,96,5,7,936,0.0,2002,2002,192500
894,0.0,3.0,No,552,None,342,400,Unf,1999.0,894,TA,9450,68.0,0.0,0,5,4,894,0.0,1954,1954,110000
980,1276.0,4.0,No,300,GLQ,652,554,Fin,2000.0,2256,Gd,8795,70.04995836802664,0.0,54,5,7,952,0.0,2000,2000,236000
1440,1440.0,8.0,No,256,LwQ,1184,0,None,1978.5061638868744,3395,Fa,10896,60.0,0.0,110,7,6,1440,0.0,1914,1995,200000
741,622.0,3.0,No,0,None,622,528,Unf,1966.0,1363,TA,7740,60.0,0.0,0,7,4,622,0.0,1910,1950,125500
1178,0.0,3.0,No,1084,BLQ,92,439,Unf,1973.0,1178,Gd,10000,80.0,0.0,0,6,5,1176,0.0,1973,2000,157000
1338,0.0,2.0,Mn,616,GLQ,722,582,Fin,2001.0,1338,Gd,4920,41.0,0.0,0,5,8,1338,0.0,2001,2001,213500
1362,720.0,3.0,No,0,Unf,1362,484,Unf,2003.0,2082,Gd,11426,63.0,0.0,238,5,7,1362,0.0,2003,2003,200000
1048,0.0,3.0,No,586,BLQ,462,286,Unf,1956.0,1048,TA,10152,72.0,120.0,20,5,5,1048,0.0,1956,1956,135000
1500,0.0,2.86921381337252,Av,1070,GLQ,286,648,Fin,2006.0,1500,Gd,4045,53.0,45.0,20,5,7,1356,0.0,2006,2006,246578
1236,857.0,3.0,No,0,Unf,791,542,Fin,1986.0,2093,TA,20544,46.0,123.0,63,6,7,791,0.0,1986,1991,215000
1226,0.0,2.86921381337252,No,0,Unf,1226,740,RFn,2009.0,1226,Gd,10402,94.0,0.0,36,5,7,1226,0.0,2009,2009,198900
1632,0.0,4.0,Av,0,Unf,1632,576,Unf,1967.0,1632,TA,25000,100.0,0.0,0,4,5,1632,0.0,1967,1967,143000
1661,0.0,3.0,No,0,Unf,1649,598,RFn,1998.0,1661,Gd,12137,48.0,442.0,34,5,7,1649,0.0,1998,1998,224900
1980,0.0,3.0,Av,1447,GLQ,533,770,Fin,2004.0,1980,Ex,16737,129.0,66.0,45,5,9,1980,0.0,2004,2005,315000
1260,1031.0,4.0,Mn,1046,Rec,168,506,Unf,1900.0,2291,TA,7200,60.0,0.0,0,6,6,1214,0.0,1910,1998,133900
1144,0.0,3.0,No,572,Rec,572,456,Unf,1961.0,1144,TA,7875,75.0,136.0,0,6,5,1144,0.0,1961,1961,139950
876,936.0,4.0,No,540,ALQ,324,264,RFn,1962.0,1812,TA,7590,69.0,288.0,168,5,5,864,0.0,1962,1962,169500
2515,0.0,4.0,No,1219,Rec,816,484,None,1975.0,2515,TA,32668,70.04995836802664,0.0,0,3,6,2035,0.0,1957,1975,200624
1112,896.0,3.0,No,603,GLQ,293,230,Unf,1948.0,2008,Ex,7800,78.0,0.0,0,8,5,896,0.0,1948,2002,225000
1364,0.0,2.0,Av,659,GLQ,705,484,RFn,2005.0,1364,Gd,7052,43.0,240.0,36,5,7,1364,0.0,2005,2005,185850
927,988.0,3.0,Mn,789,GLQ,119,506,Fin,1992.0,1915,Gd,10041,80.0,0.0,150,5,8,908,0.0,1992,1992,220000
858,0.0,2.0,Gd,696,BLQ,162,0,None,1978.5061638868744,858,TA,7207,50.0,0.0,0,7,5,858,117.0,1958,2008,116500
2259,0.0,3.0,Mn,35,None,905,450,Unf,1953.0,2259,Gd,21000,70.04995836802664,184.0,120,5,6,1809,0.0,1953,1953,217000
784,0.0,2.0,No,0,Unf,784,360,Unf,1950.0,784,TA,9000,60.0,0.0,0,3,6,784,0.0,1928,1950,76000
1422,915.0,5.0,No,0,Unf,662,560,Unf,1945.0,2337,TA,13600,85.0,0.0,57,5,5,662,0.0,1900,1950,90000
